Geneid	Chr	Start	End	Strand	Length
gene-LOC100123772	NC_045758.1	10439727	10455919	+	16193
gene-LOC100123768	NC_045758.1	10455563	10458695	-	3133
gene-LOC100123764	NC_045758.1	10458877	10569012	+	110136
gene-LOC100123756	NC_045758.1	10575750	10585284	+	9535
gene-LOC100123749	NC_045758.1	10594468	10596735	+	2268
gene-LOC103317228	NC_045758.1	10599365	10601707	+	2343
gene-LOC103317227	NC_045758.1	10603612	10604504	+	893
gene-LOC100123740	NC_045758.1	10609226	10617262	+	8037
gene-Or182	NC_045758.1	10617644	10619966	+	2323
gene-LOC100123737	NC_045758.1	10620560	10625039	+	4480
gene-LOC100123734	NC_045758.1	10625129	10679358	-	54230
gene-LOC100123731	NC_045758.1	10641979	10644608	+	2630
gene-LOC100120544	NC_045758.1	10648467	10649180	+	714
gene-LOC100123729	NC_045758.1	10650155	10650589	-	435
gene-LOC100462678	NC_045758.1	10651109	10652425	+	1317
gene-LOC103317251	NC_045758.1	10659790	10661041	-	1252
gene-LOC100123716	NC_045758.1	10670932	10675060	+	4129
gene-LOC100123712	NC_045758.1	10675225	10679241	+	4017
gene-LOC100123711	NC_045758.1	10679351	10681316	+	1966
gene-LOC100123709	NC_045758.1	10681877	10689330	-	7454
gene-LOC100120493	NC_045758.1	10689432	10691623	+	2192
gene-LOC100120516	NC_045758.1	10691792	10695301	-	3510
gene-LOC100123702	NC_045758.1	10696265	10702989	+	6725
gene-LOC100123698	NC_045758.1	10707897	10714095	+	6199
gene-LOC100120467	NC_045758.1	10714107	10715810	-	1704
gene-LOC100123693	NC_045758.1	10716362	10738784	-	22423
gene-LOC100120443	NC_045758.1	10737752	10739831	+	2080
gene-LOC100123689	NC_045758.1	10739818	10740939	-	1122
gene-LOC100123686	NC_045758.1	10744584	10754317	+	9734
gene-LOC100123684	NC_045758.1	10752843	10755961	-	3119
gene-LOC100678758	NC_045758.1	10756332	10773650	+	17319
gene-LOC100187593	NC_045758.1	10772264	10788017	+	15754
gene-LOC107980697	NC_045758.1	10776349	10777605	-	1257
gene-LOC100680148	NC_045758.1	10777908	10792583	-	14676
gene-LOC100123676	NC_045758.1	10792544	10797280	+	4737
gene-LOC100120415	NC_045758.1	10796859	10798317	-	1459
gene-Crcp	NC_045758.1	10797792	10801714	+	3923
gene-LOC103317223	NC_045758.1	10798516	10800487	-	1972
gene-Denr	NC_045758.1	10801427	10803532	-	2106
gene-LOC100123672	NC_045758.1	10803790	10817400	+	13611
gene-LOC100123669	NC_045758.1	10816620	10819717	-	3098
gene-LOC100123666	NC_045758.1	10819675	10823375	+	3701
gene-LOC100123662	NC_045758.1	10823614	10825520	+	1907
gene-LOC100123658	NC_045758.1	10825530	10828936	-	3407
gene-TRNAW-CCA-2	NC_045758.1	10828898	10828969	-	72
gene-LOC100123655	NC_045758.1	10830538	10838561	+	8024
gene-LOC100678566	NC_045758.1	10835319	10836639	-	1321
gene-LOC100123651	NC_045758.1	10842468	10848158	+	5691
gene-LOC100123646	NC_045758.1	10852390	10857449	+	5060
gene-LOC107980748	NC_045758.1	10856758	10859291	-	2534
gene-LOC100123642	NC_045758.1	10860694	10867914	+	7221
gene-LOC100123638	NC_045758.1	10867452	10868877	-	1426
gene-LOC100123633	NC_045758.1	10880566	10915602	+	35037
gene-LOC116416118	NC_045758.1	10889226	10890599	-	1374
gene-LOC100120334	NC_045758.1	10916214	10920087	-	3874
gene-LOC100123631	NC_045758.1	10921615	10924636	-	3022
gene-Y-b	NC_045758.1	10925464	10935810	-	10347
gene-LOC100123628	NC_045758.1	10938369	10952198	-	13830
gene-LOC100123623	NC_045758.1	10951813	10956981	+	5169
gene-LOC100123618	NC_045758.1	10956847	10973526	-	16680
gene-LOC100123611	NC_045758.1	10965580	10987713	+	22134
gene-LOC100123606	NC_045758.1	10987623	10990897	-	3275
gene-LOC103317221	NC_045758.1	10991758	10993262	-	1505
gene-LOC116416132	NC_045758.1	10996458	11001495	+	5038
gene-LOC100123573	NC_045758.1	11004752	11019057	+	14306
gene-hmm867024	NC_045758.1	11006682	11007119	-	438
gene-LOC100123567	NC_045758.1	11020116	11023281	-	3166
gene-LOC100120272	NC_045758.1	11025124	11027823	+	2700
gene-LOC100679890	NC_045758.1	11027812	11037837	-	10026
gene-LOC100123553	NC_045758.1	11029452	11050900	+	21449
gene-LOC100123546	NC_045758.1	11050923	11053076	+	2154
gene-LOC100123542	NC_045758.1	11053070	11068190	-	15121
gene-LOC100123531	NC_045758.1	11069191	11077532	-	8342
gene-LOC100123524	NC_045758.1	11078243	11084673	-	6431
gene-LOC100123518	NC_045758.1	11084827	11094135	-	9309
gene-LOC100123510	NC_045758.1	11094227	11097576	+	3350
gene-LOC100123506	NC_045758.1	11096906	11108204	-	11299
gene-LOC100123499	NC_045758.1	11099826	11107992	-	8167
gene-LOC100123491	NC_045758.1	11108293	11111140	+	2848
gene-LOC103317220	NC_045758.1	11111802	11112709	-	908
gene-LOC100123472	NC_045758.1	11112588	11116969	+	4382
gene-LOC100123478	NC_045758.1	11112937	11115169	-	2233
gene-LOC100680539	NC_045758.1	11115979	11118033	-	2055
gene-LOC116416091	NC_045758.1	11124127	11133136	-	9010
gene-LOC100123449	NC_045758.1	11133168	11135729	+	2562
gene-LOC100123441	NC_045758.1	11136023	11155762	-	19740
gene-LOC116416204	NC_045758.1	11189697	11191326	+	1630
gene-LOC100123435	NC_045758.1	11192937	11203046	-	10110
gene-LOC100123415	NC_045758.1	11224933	11269384	-	44452
gene-LOC100123408	NC_045758.1	11278287	11282968	+	4682
gene-LOC100123401	NC_045758.1	11283470	11285438	-	1969
gene-LOC100120247	NC_045758.1	11285364	11289076	+	3713
gene-LOC100123387	NC_045758.1	11288960	11401628	-	112669
gene-LOC100680393	NC_045758.1	11413810	11414680	-	871
gene-LOC103317219	NC_045758.1	11426254	11430018	+	3765
gene-LOC100123382	NC_045758.1	11488393	11490385	-	1993
gene-LOC103317250	NC_045758.1	11574254	11575237	-	984
gene-TRNAC-GCA-4	NC_045758.1	11651897	11651968	+	72
gene-LOC100679591	NC_045758.1	11675486	11680426	-	4941
gene-LOC100680315	NC_045758.1	11720182	11721867	-	1686
gene-TRNAN-GUU-6	NC_045758.1	11854533	11854606	-	74
gene-LOC100123354	NC_045758.1	11858546	11907448	+	48903
gene-LOC100123360	NC_045758.1	11891406	11895213	-	3808
gene-LOC100123350	NC_045758.1	11907864	11910602	+	2739
gene-LOC100123343	NC_045758.1	11912943	11921910	-	8968
gene-LOC100680147	NC_045758.1	11920526	11924531	+	4006
gene-LOC100123334	NC_045758.1	11924327	11927778	-	3452
gene-LOC100123328	NC_045758.1	11932060	12008351	+	76292
gene-LOC100123320	NC_045758.1	12009809	12011698	+	1890
gene-LOC100123315	NC_045758.1	12012008	12021543	-	9536
gene-LOC100123308	NC_045758.1	12021669	12040389	-	18721
gene-LOC100123301	NC_045758.1	12038308	12039498	-	1191
gene-LOC103317217	NC_045758.1	12040762	12041838	+	1077
gene-LOC100123269	NC_045758.1	12041826	12047631	-	5806
gene-LOC116738494	NC_045758.1	12041830	12042187	-	358
gene-LOC100123259	NC_045758.1	12047906	12049933	-	2028
gene-LOC100123253	NC_045758.1	12050079	12056052	-	5974
gene-LOC100123236	NC_045758.1	12056154	12078402	+	22249
gene-LOC100120220	NC_045758.1	12056570	12057701	+	1132
gene-LOC100123245	NC_045758.1	12057645	12065483	-	7839
gene-LOC100123229	NC_045758.1	12078526	12080058	+	1533
gene-LOC100123219	NC_045758.1	12081970	12091043	+	9074
gene-LOC100123209	NC_045758.1	12091208	12093151	-	1944
gene-LOC100123201	NC_045758.1	12093864	12097204	+	3341
gene-SP123	NC_045758.1	12097754	12099079	+	1326
gene-LOC100679323	NC_045758.1	12098558	12100334	-	1777
gene-SP128	NC_045758.1	12101157	12102567	+	1411
gene-LOC116738495	NC_045758.1	12101986	12104795	-	2810
gene-SP120	NC_045758.1	12103367	12105591	+	2225
gene-SPH126	NC_045758.1	12105641	12107083	+	1443
gene-LOC100123158	NC_045758.1	12107213	12118121	+	10909
gene-LOC100187590	NC_045758.1	12119306	12127446	+	8141
gene-LOC100123150	NC_045758.1	12127603	12133200	-	5598
gene-LOC100123142	NC_045758.1	12133304	12136804	+	3501
gene-LOC100120189	NC_045758.1	12137030	12138779	-	1750
gene-LOC100123124	NC_045758.1	12140831	12146434	-	5604
gene-LOC100123115	NC_045758.1	12146166	12154465	+	8300
gene-LOC100123105	NC_045758.1	12154222	12160530	-	6309
gene-LOC100123096	NC_045758.1	12161169	12162980	+	1812
gene-LOC100123088	NC_045758.1	12162932	12164211	-	1280
gene-LOC103317215	NC_045758.1	12164328	12166984	+	2657
gene-LOC103317248	NC_045758.1	12169611	12197679	+	28069
gene-LOC103317247	NC_045758.1	12200258	12201500	+	1243
gene-LOC116416207	NC_045758.1	12202787	12204181	+	1395
gene-LOC103317243	NC_045758.1	12226437	12229813	-	3377
gene-LOC100123020	NC_045758.1	12235677	12237583	-	1907
gene-LOC100123008	NC_045758.1	12238213	12240608	-	2396
gene-LOC100123000	NC_045758.1	12240791	12244137	+	3347
gene-LOC100122988	NC_045758.1	12244022	12248717	+	4696
gene-LOC100120159	NC_045758.1	12248614	12251125	-	2512
gene-LOC100122979	NC_045758.1	12251196	12253450	+	2255
gene-Eif2ak1	NC_045758.1	12252590	12256096	-	3507
gene-LOC100122962	NC_045758.1	12256129	12264391	+	8263
gene-LOC100122951	NC_045758.1	12264347	12268564	-	4218
gene-LOC100122940	NC_045758.1	12269560	12271434	-	1875
gene-LOC100122929	NC_045758.1	12271687	12274369	-	2683
gene-LOC100122922	NC_045758.1	12273784	12280080	+	6297
gene-LOC100679101	NC_045758.1	12275261	12281139	-	5879
gene-LOC100679064	NC_045758.1	12281159	12287554	+	6396
gene-LOC100120133	NC_045758.1	12283490	12285799	-	2310
gene-LOC100679030	NC_045758.1	12286905	12291906	-	5002
gene-LOC100122867	NC_045758.1	12299626	12304013	-	4388
gene-LOC100679114	NC_045758.1	12310804	12311820	+	1017
gene-LOC100122824	NC_045758.1	12314171	12389112	+	74942
gene-LOC100122837	NC_045758.1	12328739	12341534	-	12796
gene-LOC100679008	NC_045758.1	12389392	12391265	+	1874
gene-LOC100122798	NC_045758.1	12390884	12391955	-	1072
gene-LOC103317242	NC_045758.1	12396395	12398257	-	1863
gene-LOC100122776	NC_045758.1	12398295	12408854	-	10560
gene-LOC116416141	NC_045758.1	12412453	12420106	+	7654
gene-LOC100122759	NC_045758.1	12416899	12706642	-	289744
gene-LOC103317241	NC_045758.1	12671072	12676478	+	5407
gene-LOC100122721	NC_045758.1	12707013	12787341	+	80329
gene-LOC103317207	NC_045758.1	12876342	12896407	+	20066
gene-LOC100122701	NC_045758.1	12898818	12902109	-	3292
gene-LOC100122692	NC_045758.1	12902270	12906623	-	4354
gene-LOC100678864	NC_045758.1	12906902	12910139	-	3238
gene-LOC100122668	NC_045758.1	12910233	12912409	+	2177
gene-LOC100678843	NC_045758.1	12933793	12958425	+	24633
gene-LOC100122647	NC_045758.1	12988650	13007807	+	19158
gene-LOC116738525	NC_045758.1	13008115	13010590	-	2476
gene-LOC100122622	NC_045758.1	13010736	13015916	+	5181
gene-LOC100122599	NC_045758.1	13016073	13026038	-	9966
gene-LOC107980673	NC_045758.1	13025424	13029191	+	3768
gene-LOC100678773	NC_045758.1	13029621	13051080	-	21460
gene-LOC100122562	NC_045758.1	13034508	13048996	+	14489
gene-LOC100122539	NC_045758.1	13051153	13053624	+	2472
gene-LOC100122526	NC_045758.1	13053363	13055054	-	1692
gene-LOC100122511	NC_045758.1	13055041	13060063	+	5023
gene-LOC100122502	NC_045758.1	13060052	13108343	-	48292
gene-Mir1	NC_045758.1	13069144	13069224	+	81
gene-Mir133	NC_045758.1	13086927	13087015	+	89
gene-LOC100120100	NC_045758.1	13108408	13109700	+	1293
gene-LOC100122481	NC_045758.1	13110391	13128330	+	17940
gene-LOC107980672	NC_045758.1	13129661	13133384	-	3724
gene-LOC100122432	NC_045758.1	13133526	13136083	-	2558
gene-LOC100122419	NC_045758.1	13136032	13139488	-	3457
gene-LOC100122405	NC_045758.1	13140334	13143426	-	3093
gene-LOC100122390	NC_045758.1	13144229	13147406	-	3178
gene-LOC103317239	NC_045758.1	13148913	13154687	-	5775
gene-LOC100122358	NC_045758.1	13154795	13157061	-	2267
gene-LOC100122342	NC_045758.1	13157273	13163554	+	6282
gene-LOC100122329	NC_045758.1	13162106	13167786	-	5681
gene-LOC100122314	NC_045758.1	13168099	13177773	+	9675
gene-LOC116416100	NC_045758.1	13172336	13175650	-	3315
gene-LOC116416098	NC_045758.1	13181607	13188813	+	7207
gene-LOC100122293	NC_045758.1	13189211	13225742	-	36532
gene-LOC100122278	NC_045758.1	13225974	13229020	+	3047
gene-LOC100122264	NC_045758.1	13228761	13249496	-	20736
gene-LOC100122248	NC_045758.1	13237849	13247356	+	9508
gene-LOC100122222	NC_045758.1	13252333	13254503	-	2171
gene-LOC100122208	NC_045758.1	13254763	13265084	-	10322
gene-LOC100122193	NC_045758.1	13256850	13277729	+	20880
gene-LOC100122164	NC_045758.1	13288400	13309111	-	20712
gene-LOC100120030	NC_045758.1	13318182	13325555	+	7374
gene-LOC100122152	NC_045758.1	13323567	13328374	-	4808
gene-LOC100678459	NC_045758.1	13328704	13334056	-	5353
gene-LOC116416184	NC_045758.1	13334247	13336286	+	2040
gene-LOC100122125	NC_045758.1	13337156	13410433	+	73278
gene-LOC100122109	NC_045758.1	13410974	13440123	+	29150
gene-LOC100119971	NC_045758.1	13442752	13445879	+	3128
gene-LOC100119999	NC_045758.1	13446299	13448856	+	2558
gene-LOC100122077	NC_045758.1	13448819	13452601	-	3783
gene-LOC100122061	NC_045758.1	13452633	13461907	-	9275
gene-LOC100119939	NC_045758.1	13460492	13464884	+	4393
gene-LOC100122045	NC_045758.1	13463842	13467248	-	3407
gene-LOC100119904	NC_045758.1	13466918	13468733	+	1816
gene-Dnmt1a	NC_045758.1	13471494	13477750	-	6257
gene-LOC100122014	NC_045758.1	13477447	13479650	+	2204
gene-LOC100122000	NC_045758.1	13479063	13481246	-	2184
gene-LOC103317238	NC_045758.1	13481130	13482227	+	1098
gene-LOC100119838	NC_045758.1	13482219	13483810	-	1592
gene-Surf4	NC_045758.1	13483704	13488565	+	4862
gene-LOC100678331	NC_045758.1	13488786	13490742	+	1957
gene-LOC100121948	NC_045758.1	13491553	13494829	+	3277
gene-LOC100121931	NC_045758.1	13495073	13509528	+	14456
gene-LOC100121916	NC_045758.1	13509818	13527369	-	17552
gene-LOC103317198	NC_045758.1	13528062	13530535	+	2474
gene-LOC100121881	NC_045758.1	13529157	13540999	-	11843
gene-LOC100121868	NC_045758.1	13541688	13545314	-	3627
gene-LOC100121851	NC_045758.1	13544866	13549085	+	4220
gene-Gr6	NC_045758.1	13551445	13554631	-	3187
gene-LOC100121798	NC_045758.1	13571438	13586698	+	15261
gene-LOC100119798	NC_045758.1	13587360	13588283	-	924
gene-LOC100121779	NC_045758.1	13588273	13595275	-	7003
gene-LOC100680260	NC_045758.1	13595457	13599176	+	3720
gene-LOC103317197	NC_045758.1	13599134	13600585	-	1452
gene-LOC100119765	NC_045758.1	13599965	13601638	+	1674
gene-LOC100119737	NC_045758.1	13601609	13603976	-	2368
gene-LOC100121764	NC_045758.1	13603964	13606125	+	2162
gene-Cbp	NC_045758.1	13605458	13610893	-	5436
gene-LOC107980630	NC_045758.1	13613528	13615098	+	1571
gene-LOC100121722	NC_045758.1	13618370	13619389	-	1020
gene-LOC100121707	NC_045758.1	13619655	13632537	+	12883
gene-LOC100121690	NC_045758.1	13631048	13637056	-	6009
gene-LOC100121673	NC_045758.1	13637460	13644776	-	7317
gene-LOC100121656	NC_045758.1	13645433	13646731	+	1299
gene-LOC100680042	NC_045758.1	13647567	13665120	-	17554
gene-LOC100170122	NC_045758.1	13663310	13678803	+	15494
gene-LOC116416105	NC_045758.1	13668131	13672134	-	4004
gene-LOC116416106	NC_045758.1	13672713	13676771	-	4059
gene-LOC100121619	NC_045758.1	13679671	13703430	+	23760
gene-LOC100121566	NC_045758.1	13703947	13707284	+	3338
gene-LOC103317195	NC_045758.1	13704209	13705347	-	1139
gene-LOC100121549	NC_045758.1	13707250	13712325	-	5076
gene-LOC100121532	NC_045758.1	13734129	13736062	+	1934
gene-LOC116738505	NC_045758.1	13735999	13754578	-	18580
gene-LOC116416183	NC_045758.1	13739410	13748974	-	9565
gene-LOC100121472	NC_045758.1	13756756	13790516	-	33761
gene-LOC100121418	NC_045758.1	13810872	13904047	+	93176
gene-TRNAL-CAG-2	NC_045758.1	13837271	13837354	-	84
gene-LOC116416208	NC_045758.1	13903982	13910492	+	6511
gene-LOC100121362	NC_045758.1	13915435	13916862	-	1428
gene-LOC100679843	NC_045758.1	13916953	13920824	-	3872
gene-LOC116416209	NC_045758.1	13924030	13925203	-	1174
gene-LOC100121307	NC_045758.1	13926716	13957602	+	30887
gene-LOC100121288	NC_045758.1	13961627	14079572	-	117946
gene-LOC100121224	NC_045758.1	14080793	14099002	-	18210
gene-Sec22b	NC_045758.1	14099641	14101548	+	1908
gene-LOC100121201	NC_045758.1	14101001	14103282	-	2282
gene-LOC100678056	NC_045758.1	14103338	14109952	+	6615
gene-LOC100121159	NC_045758.1	14110216	14117617	+	7402
gene-LOC100121136	NC_045758.1	14112904	14223847	-	110944
gene-APOOL	NC_045758.1	14224640	14227663	-	3024
gene-LOC100121084	NC_045758.1	14227665	14237207	-	9543
gene-LOC100121060	NC_045758.1	14237352	14244656	-	7305
gene-LOC100121035	NC_045758.1	14245147	14247732	-	2586
gene-LOC100678024	NC_045758.1	14247844	14265758	+	17915
gene-LOC100120962	NC_045758.1	14267582	14270358	-	2777
gene-LOC116416214	NC_045758.1	14270402	14270480	-	79
gene-LOC100679444	NC_045758.1	14271037	14273453	+	2417
gene-LOC100119639	NC_045758.1	14273442	14277338	-	3897
gene-LOC100120912	NC_045758.1	14276988	14278915	+	1928
gene-LOC100120888	NC_045758.1	14279498	14283641	-	4144
gene-LOC100120864	NC_045758.1	14284202	14303452	-	19251
gene-Eif2a	NC_045758.1	14304319	14308205	-	3887
gene-LOC100120818	NC_045758.1	14308377	14311657	+	3281
gene-LOC100120792	NC_045758.1	14310496	14312414	-	1919
gene-LOC100118501	NC_045758.1	14313122	14320875	-	7754
gene-LOC100118539	NC_045758.1	14321084	14336399	-	15316
gene-LOC100680154	NC_045758.1	14336537	14338589	+	2053
gene-LOC100117752	NC_045758.1	14338583	14343062	-	4480
gene-LOC100117790	NC_045758.1	14340446	14342812	+	2367
gene-LOC100118571	NC_045758.1	14343038	14348661	+	5624
gene-LOC100118607	NC_045758.1	14348672	14351275	-	2604
gene-LOC100118644	NC_045758.1	14351386	14353527	-	2142
gene-LOC116416124	NC_045758.1	14353424	14355682	+	2259
gene-LOC100118724	NC_045758.1	14355398	14358798	-	3401
gene-LOC100118759	NC_045758.1	14359241	14365365	+	6125
gene-LOC100118798	NC_045758.1	14365433	14374645	-	9213
gene-LOC100678751	NC_045758.1	14375253	14377030	+	1778
gene-LOC100118869	NC_045758.1	14377039	14378051	-	1013
gene-LOC100118934	NC_045758.1	14377894	14383162	+	5269
gene-LOC100118978	NC_045758.1	14383526	14385362	+	1837
gene-LOC100119016	NC_045758.1	14385047	14386997	-	1951
gene-LOC100117827	NC_045758.1	14387110	14388753	+	1644
gene-LOC100119051	NC_045758.1	14388660	14410131	-	21472
gene-Rab14	NC_045758.1	14410812	14414432	+	3621
gene-Rpp30	NC_045758.1	14414862	14416739	+	1878
gene-LOC100117868	NC_045758.1	14416791	14419555	+	2765
gene-LOC100679618	NC_045758.1	14418963	14424239	-	5277
gene-LOC100119191	NC_045758.1	14424711	14433028	-	8318
gene-LOC100679746	NC_045758.1	14425948	14429875	+	3928
gene-LOC100679688	NC_045758.1	14433831	14443388	+	9558
gene-LOC100119271	NC_045758.1	14443491	14446961	+	3471
gene-LOC100117908	NC_045758.1	14447064	14449250	-	2187
gene-LOC100679941	NC_045758.1	14448852	14452295	+	3444
gene-LOC100117947	NC_045758.1	14452551	14457935	-	5385
gene-LOC100117981	NC_045758.1	14457871	14460416	+	2546
gene-LOC100119332	NC_045758.1	14460989	14466188	-	5200
gene-LOC100119368	NC_045758.1	14467379	14477263	+	9885
gene-LOC100119400	NC_045758.1	14476734	14481954	-	5221
gene-LOC100119442	NC_045758.1	14482106	14489771	-	7666
gene-LOC100119504	NC_045758.1	14485690	14490913	+	5224
gene-LOC100119536	NC_045758.1	14491073	14495090	-	4018
gene-LOC100119574	NC_045758.1	14492824	14493696	+	873
gene-LOC100680185	NC_045758.1	14494442	14497677	+	3236
gene-LOC100119653	NC_045758.1	14496808	14504648	-	7841
gene-LOC103315407	NC_045758.1	14505615	14508061	+	2447
gene-LOC100680296	NC_045758.1	14508051	14512211	-	4161
gene-LOC100119748	NC_045758.1	14513039	14517534	+	4496
gene-LOC100119775	NC_045758.1	14517507	14520354	-	2848
gene-LOC100119812	NC_045758.1	14521025	14523025	+	2001
gene-LOC100119848	NC_045758.1	14522564	14554611	-	32048
gene-LOC100119884	NC_045758.1	14528776	14552983	+	24208
gene-LOC100119918	NC_045758.1	14554661	14559093	-	4433
gene-LOC100678855	NC_045758.1	14559507	14564515	+	5009
gene-LOC100678047	NC_045758.1	14564596	14566584	-	1989
gene-LOC100120008	NC_045758.1	14567197	14764552	+	197356
gene-LOC100120042	NC_045758.1	14764277	14765350	-	1074
gene-LOC103315391	NC_045758.1	14765033	14766879	+	1847
gene-LOC100678894	NC_045758.1	14766996	14769051	+	2056
gene-LOC100120144	NC_045758.1	14769987	14775310	+	5324
gene-LOC100120169	NC_045758.1	14775306	14776380	+	1075
gene-LOC116416213	NC_045758.1	14776576	14776737	+	162
gene-LOC100120196	NC_045758.1	14776582	14818828	+	42247
gene-Gr58	NC_045758.1	14820810	14822554	+	1745
gene-LOC100120281	NC_045758.1	14823064	14907332	-	84269
gene-CYP336B1	NC_045758.1	14900589	14902246	+	1658
gene-LOC100120345	NC_045758.1	14914408	14919274	-	4867
gene-LOC116738523	NC_045758.1	14919277	14920223	+	947
gene-CYP4BW5	NC_045758.1	14922647	14931231	-	8585
gene-LOC100120397	NC_045758.1	14933563	14936966	-	3404
gene-LOC100120424	NC_045758.1	14937063	14943172	-	6110
gene-LOC107981376	NC_045758.1	14943794	14944695	-	902
gene-LOC100120476	NC_045758.1	14944743	14948548	+	3806
gene-LOC100120500	NC_045758.1	14948126	14951256	-	3131
gene-LOC100120526	NC_045758.1	14954967	14957861	-	2895
gene-LOC103315393	NC_045758.1	14957988	14960198	+	2211
gene-LOC100120551	NC_045758.1	14959817	14961824	-	2008
gene-LOC107981375	NC_045758.1	14961147	14961735	+	589
gene-LOC100678482	NC_045758.1	14962194	14964690	-	2497
gene-LOC100678521	NC_045758.1	14964422	14965169	-	748
gene-LOC100120576	NC_045758.1	14966380	14971212	-	4833
gene-LOC100120647	NC_045758.1	14973443	14978766	+	5324
gene-LOC100120672	NC_045758.1	14978855	15037469	-	58615
gene-LOC100120699	NC_045758.1	14990142	15041232	+	51091
gene-LOC107981372	NC_045758.1	15037501	15038386	+	886
gene-LOC100120755	NC_045758.1	15039079	15040996	-	1918
gene-LOC100118018	NC_045758.1	15040818	15043262	+	2445
gene-LOC100120778	NC_045758.1	15043669	15047220	+	3552
gene-LOC100120802	NC_045758.1	15047335	15064517	+	17183
gene-LOC100120822	NC_045758.1	15070785	15088819	+	18035
gene-LOC100118051	NC_045758.1	15089866	15090947	+	1082
gene-LOC100120845	NC_045758.1	15091224	15120620	-	29397
